"","PROVIDER_NUMBER","HOSPITAL","TACMIV31"
"2104",330268,"COBLESKILL REGIONAL HOSPITAL",0.969859322
"2105",330270,"HOSPITAL FOR SPECIAL SURGERY",2.449658866
"2106",330273,"PUTNAM HOSPITAL CENTER",1.575346388
"2107",330276,"NATHAN LITTAUER HOSPITAL",1.225271907
"2108",330277,"CORNING HOSPITAL",1.255759236
"2109",330279,"MERCY HOSPITAL",1.803142394
"2110",330285,"STRONG MEMORIAL HOSPITAL",1.836812667
"2111",330286,"GOOD SAMARITAN HOSPITAL MEDICAL CENTER",1.399877612
"2112",330304,"WHITE PLAINS HOSPITAL CENTER",1.314801385
"2113",330306,"LUTHERAN MEDICAL CENTER",1.496301322
"2114",330307,"CAYUGA MEDICAL CENTER AT ITHACA",1.433556115
"2115",330316,"NEW YORK WESTCHESTER SQUARE MEDICAL CENTER",1.479359546
"2116",330331,"PLAINVIEW HOSPITAL",1.358710377
"2117",330332,"ST JOSEPH HOSPITAL",1.354898348
"2118",330340,"SOUTHAMPTON HOSPITAL",1.2138777
"2119",330350,"UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )",1.49739946
"2120",330353,"FOREST HILLS HOSPITAL",1.316435956
"2121",330372,"FRANKLIN HOSPITAL",1.373757908
"2122",330385,"NORTH CENTRAL BRONX HOSPITAL",1.074548645
"2123",330386,"CATSKILL REGIONAL MEDICAL CENTER",1.39903804
"2124",330393,"UNIVERSITY HOSPITAL ( STONY BROOK )",1.731923237
"2125",330394,"""UNITED HEALTH SERVICES HOSPITALS, INC""",1.706071072
"2126",330395,"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE",1.53225265
"2127",330396,"WOODHULL MEDICAL AND MENTAL HEALTH CENTER",1.445486929
"2128",330397,"INTERFAITH MEDICAL CENTER",1.488851503
"2129",330399,"ST BARNABAS HOSPITAL",1.275076024
"2130",330401,"ST CATHERINE OF SIENA HOSPITAL",1.355151867
"2131",330403,"MONROE COMMUNITY HOSPITAL",0.865725
"2132",330404,"WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL",1.263810026
"2133",330405,"HELEN HAYES HOSPITAL",1.233447947
"2134",330406,"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER",1.287298887
"2135",330409,NA,0.7809875
"2136",340001,"CAROLINAS MEDICAL CENTER-NORTHEAST",1.693189747
"2137",340002,"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE",1.841759371
"2138",340003,"NORTHERN HOSPITAL OF SURRY COUNTY",1.268567145
"2139",340004,"HIGH POINT REGIONAL HOSPITAL",1.539309519
"2140",340008,"SCOTLAND MEMORIAL HOSPITAL",1.295493058
"2141",340010,"WAYNE MEMORIAL HOSPITAL",1.52919713
"2142",340011,"SPRUCE PINE COMMUNITY HOSPITAL",1.090351256
"2143",340013,"RUTHERFORD HOSPITAL INC",1.253974402
"2144",340014,"FORSYTH MEMORIAL HOSPITAL",1.717414528
"2145",340015,"ROWAN REGIONAL MEDICAL CENTER",1.454886638
"2146",340016,"C J HARRIS COMMUNITY  HOSPITAL",1.417439673
"2147",340017,"MARGARET R PARDEE MEMORIAL HOSPITAL",1.513629568
"2148",340020,"CENTRAL CAROLINA HOSPITAL",1.157699004
"2149",340021,"CLEVELAND REGIONAL MEDICAL CENTER",1.488983368
"2150",340023,"PARK RIDGE HOSPITAL",1.478747168
"2151",340024,"SAMPSON REGIONAL MEDICAL CENTER",1.297001218
"2152",340027,"LENOIR MEMORIAL HOSPITAL",1.427983993
"2153",340028,"CAPE FEAR VALLEY MEDICAL CENTER",1.595392436
"2154",340030,"DUKE UNIVERSITY HOSPITAL",2.346760687
"2155",340032,"GASTON MEMORIAL HOSPITAL",1.586237421
"2156",340036,"FRANKLIN REGIONAL MEDICAL CENTER",1.079601788
"2157",340037,"KINGS MOUNTAIN HOSPITAL INC",1.260612037
"2158",340039,"IREDELL MEMORIAL HOSPITAL INC",1.381551298
"2159",340040,"PITT COUNTY MEMORIAL HOSPITAL",1.920647687
"2160",340041,"CALDWELL MEMORIAL HOSPITAL",1.555810669
"2161",340042,"ONSLOW MEMORIAL HOSPITAL",1.297164429
"2162",340047,"NORTH CAROLINA BAPTIST HOSPITAL",2.009319788
"2163",340049,"NORTH CAROLINA SPECIALTY HOSPITAL",2.329157364
"2164",340050,"SOUTHEASTERN REGIONAL MEDICAL CENTER",1.340194126
"2165",340051,"WATAUGA MEDICAL CENTER",1.435595381
"2166",340053,"PRESBYTERIAN HOSPITAL",1.757021179
"2167",340055,"VALDESE GENERAL HOSPITAL INC",1.403418695
"2168",340060,"MOREHEAD MEMORIAL HOSPITAL",1.186066735
"2169",340061,"UNIVERSITY OF NORTH CAROLINA HOSPITAL",2.125196118
"2170",340064,"WILKES REGIONAL MEDICAL CENTER",1.317554867
"2171",340068,"COLUMBUS REGIONAL HEALTHCARE SYSTEM",1.314986099
"2172",340069,"""WAKEMED, RALEIGH CAMPUS""",1.745615966
"2173",340070,"ALAMANCE REGIONAL MEDICAL CENTER",1.510146617
"2174",340071,"BETSY JOHNSON REGIONAL  HOSPITAL",1.161283262
"2175",340073,"DUKE HEALTH RALEIGH HOSPITAL",1.934373755
"2176",340075,"GRACE HOSPITAL INC",1.307623598
"2177",340084,"ANSON COMMUNITY HOSPITAL",1.338576913
"2178",340085,"THOMASVILLE MEDICAL CENTER",1.290831345
"2179",340087,"THE MCDOWELL HOSPITAL",1.232001561
"2180",340090,"JOHNSTON MEMORIAL HOSPITAL",1.444596861
"2181",340091,"""MOSES H CONE MEMORIAL HOSPITAL, THE""",1.602702191
"2182",340096,"LEXINGTON MEMORIAL HOSPITAL INC",1.294161596
"2183",340097,"HUGH CHATHAM MEMORIAL HOSPITAL",1.235301413
"2184",340098,"CAROLINAS MED CENTER-MERCY",1.747037132
"2185",340099,"ROANOKE CHOWAN HOSPITAL",1.352336896
"2186",340106,"SANDHILLS REGIONAL MEDICAL CENTER",1.178656219
"2187",340107,"HERITAGE HOSPITAL",1.282435659
"2188",340109,"ALBEMARLE HOSPITAL AUTHORITY",1.444994494
"2189",340113,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",2.048626229
"2190",340114,"REX HOSPITAL",1.697773557
"2191",340115,"FIRSTHEALTH MOORE REGIONAL HOSPITAL",1.538520677
"2192",340116,"FRYE REGIONAL MEDICAL CENTER",1.651029762
"2193",340119,"STANLY REGIONAL MEDICAL CENTER",1.402698656
"2194",340120,"DUPLIN GENERAL HOSPITAL",1.074359482
"2195",340123,"RANDOLPH HOSPITAL",1.489689946
"2196",340126,"WILSON MEDICAL CENTER",1.422488152
"2197",340127,"GRANVILLE MEDICAL CENTER",1.418732241
"2198",340129,"LAKE NORMAN REGIONAL MEDICAL CENTER",1.471978389
"2199",340130,"CAROLINAS MEDICAL CENTER-UNION",1.424137104
"2200",340131,"CAROLINA EAST MEDICAL CENTER",1.650467292
"2201",340132,"MARIA PARHAM HOSPITAL",1.288610127
"2202",340133,"MARTIN GENERAL HOSPITAL",1.150447781
"2203",340141,"NEW HANOVER REGIONAL MEDICAL CENTER",1.785681264
"2204",340142,"CARTERET GENERAL HOSPITAL",1.445428883
"2205",340143,"CATAWBA VALLEY MEDICAL CENTER",1.666218639
"2206",340144,"DAVIS REGIONAL MEDICAL CENTER",1.263619483
"2207",340145,"CAROLINAS MEDICAL CENTER-LINCOLN",1.381984433
"2208",340147,"NASH GENERAL HOSPITAL",1.412762054
"2209",340148,"MEDICAL PARK HOSPITAL",1.634356269
"2210",340151,"HALIFAX REGIONAL MEDICAL CENTER INC",1.311994973
"2211",340153,"PRESBYTERIAN-ORTHOPAEDIC HOSPITAL",2.560441643
"2212",340155,"DURHAM REGIONAL HOSPITAL",1.584118803
"2213",340156,"CHEROKEE INDIAN HOSPITAL AUTHORITY",0.966528253
"2214",340158,"BRUNSWICK COMMUNITY HOSPITAL",1.276371077
"2215",340159,"PERSON MEMORIAL HOSPITAL",1.170048852
"2216",340160,"MURPHY MEDICAL CENTER INC",1.455926893
"2217",340166,"CAROLINAS MED CTR-UNIVERSITY",1.46627328
"2218",340168,"WILMINGTON TREATMENT CENTER",0.6824
"2219",340171,"PRESBYTERIAN HOSPITAL MATTHEWS",1.307731636
"2220",340173,"""WAKEMED, CARY HOSPITAL""",1.359791417
"2221",340183,"PRESBYTERIAN HOSPITAL HUNTERSVILLE",1.425512125
"2222",340184,"HAYWOOD REGIONAL MEDICAL CENTER",1.324667163
"2223",340186,NA,1.254474223
"2224",350002,"ST ALEXIUS MEDICAL CENTER",2.083975905
"2225",350006,"TRINITY HOSPITALS",1.678823132
"2226",350011,"SANFORD MEDICAL CENTER FARGO",1.885190269
"2227",350015,"MEDCENTER ONE",1.826168456
"2228",350019,"ALTRU HOSPITAL",1.704383846
"2229",350063,"P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK",0.887821136
"2230",350070,"ESSENTIA HEALTH-FARGO",1.772227879
"2231",360001,"MERCY HOSPITAL ANDERSON",1.601070853
"2232",360002,"SAMARITAN HOSPITAL - PEOPLES HOSPITAL",1.436171065
"2233",360003,"""UNIVERSITY HOSPITAL, INC""",1.856157299
"2234",360006,"RIVERSIDE METHODIST HOSPITAL",1.827386722
"2235",360008,"SOUTHERN OHIO MEDICAL CENTER",1.476814513
"2236",360009,"LIMA MEMORIAL HEALTH SYSTEM",1.716076167
"2237",360010,"UNION HOSPITAL",1.401115253
"2238",360011,"MARION GENERAL HOSPITAL",1.342855081
"2239",360012,"MOUNT CARMEL ST ANN'S HOSPITAL",1.506159617
"2240",360013,"WILSON MEMORIAL HOSPITAL",1.213752903
"2241",360014,"O'BLENESS MEMORIAL HOSPITAL",1.320802326
"2242",360016,"""JEWISH HOSPITAL, LLC""",1.687114961
"2243",360017,"GRANT MEDICAL CENTER",1.788254646
"2244",360019,"SUMMA BARBERTON HOSPITAL",1.286222407
"2245",360020,"SUMMA HEALTH SYSTEMS HOSPITALS",1.520159901
"2246",360025,"FIRELANDS REGIONAL MEDICAL CENTER",1.471834101
"2247",360026,"GREENE MEMORIAL HOSPITAL",1.433835962
"2248",360027,"AKRON GENERAL MEDICAL CENTER",1.575852392
"2249",360029,"WOOD COUNTY HOSPITAL",1.188725141
"2250",360032,"JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL",1.32724726
"2251",360035,"MOUNT CARMEL HEALTH",1.718993386
"2252",360036,"WOOSTER COMMUNITY HOSPITAL",1.311072764
"2253",360037,"ST VINCENT CHARITY MEDICAL CENTER",1.632471575
"2254",360039,"GENESIS HEALTHCARE SYSTEM",1.452786901
"2255",360040,"KNOX COMMUNITY HOSPITAL",1.319291715
"2256",360041,"PARMA COMMUNITY GENERAL HOSPITAL",1.336358705
"2257",360044,"WAYNE HOSPITAL",1.16015661
"2258",360046,"MCCULLOUGH-HYDE MEMORIAL HOSPITAL",1.342307481
"2259",360048,"UNIVERSITY OF TOLEDO MEDICAL CENTER",1.788031928
"2260",360051,"MIAMI VALLEY HOSPITAL",1.747360861
"2261",360052,"GOOD SAMARITAN HOSPITAL",1.668763301
"2262",360054,"HOLZER MEDICAL CENTER",1.320256104
"2263",360055,"TRUMBULL MEMORIAL HOSPITAL",1.444682926
"2264",360056,"MERCY HOSPITAL FAIRFIELD",1.516811129
"2265",360058,"MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL",1.158355534
"2266",360059,"METRO HEALTH MEDICAL CENTER",1.679432984
"2267",360064,"ST ELIZABETH HEALTH CENTER",1.62526616
"2268",360065,"FISHER TITUS MEMORIAL HOSPITAL",1.203351586
"2269",360066,"ST RITA'S MEDICAL CENTER",1.475158526
"2270",360068,"TOLEDO HOSPITAL THE",1.932093342
"2271",360070,"MERCY MEDICAL CENTER",1.621047895
"2272",360071,"VAN WERT COUNTY HOSPITAL",1.430697925
"2273",360072,"FAIRFIELD MEDICAL CENTER",1.513657431
"2274",360074,"FLOWER HOSPITAL",1.506436355
"2275",360075,"UHHS RICHMOND HEIGHTS HOSPITAL",1.261414583
"2276",360076,"ATRIUM MEDICAL CENTER",1.684151967
"2277",360077,"FAIRVIEW HOSPITAL",1.478292842
"2278",360078,"ROBINSON MEMORIAL HOSPITAL",1.344403508
"2279",360079,"KETTERING MEDICAL CENTER",1.791310076
"2280",360080,"EAST OHIO REGIONAL HOSPITAL",1.310708159
"2281",360081,"MERCY ST CHARLES HOSPITAL",1.361773648
"2282",360082,"EUCLID HOSPITAL",1.457620167
"2283",360084,"AULTMAN HOSPITAL",1.71461238
"2284",360085,"OHIO STATE UNIVERSITY HOSPITALS",1.944663076
"2285",360086,"SPRINGFIELD REGIONAL MEDICAL CENTER",1.578575024
"2286",360087,"LUTHERAN HOSPITAL",1.575811273
"2287",360089,"MERCY TIFFIN HOSPITAL",1.097650068
"2288",360090,"ST LUKE'S HOSPITAL",1.457701597
"2289",360091,"MEDINA HOSPITAL",1.373829484
"2290",360092,"MEMORIAL HOSPITAL OF UNION COUNTY",1.161232888
"2291",360095,"BLANCHARD VALLEY HOSPITAL",1.549729189
"2292",360096,"EAST LIVERPOOL CITY HOSPITAL",1.143497184
"2293",360098,"LAKE HEALTH",1.424553485
"2294",360107,"BELLEVUE HOSPITAL",1.282793444
"2295",360109,"COSHOCTON COUNTY MEMORIAL HOSPITAL",1.051802133
"2296",360112,"MERCY ST VINCENT MEDICAL CENTER",1.75422381
"2297",360113,"MERCY FRANCISCAN HOSPITAL WESTERN HILLS",1.295665015
"2298",360115,"UHHS BEDFORD MEDICAL CENTER",1.424753244
"2299",360116,"BROWN COUNTY HOSPITAL",1.136674478
"2300",360118,"MEDCENTRAL HEALTH SYSTEM",1.512505582
"2301",360121,"COMMUNITY HOSPITALS AND WELLNESS CENTERS",1.349197338
"2302",360123,"ST JOHN MEDICAL CENTER",1.465281468
"2303",360125,"ASHTABULA COUNTY MEDICAL CENTER",1.272086201
"2304",360131,"ALLIANCE COMMUNITY HOSPITAL",1.540754422
"2305",360132,"FORT HAMILTON HUGHES MEMORIAL HOSPITAL",1.370979513
"2306",360133,"GRANDVIEW HOSPITAL & MEDICAL CENTER",1.604455645
"2307",360134,"GOOD SAMARITAN HOSPITAL",1.794327002
"2308",360137,"UNIVERSITY HOSPITALS OF CLEVELAND",1.842221179
"2309",360141,"NORTHSIDE MEDICAL CENTER",1.652343033
"2310",360143,"MARYMOUNT HOSPITAL",1.45403142
"2311",360144,"SOUTH POINTE HOSPITAL",1.367905948
"2312",360145,"EMH REGIONAL MEDICAL CENTER",1.442439091
"2313",360147,"MARIETTA MEMORIAL HOSPITAL",1.399010917
"2314",360148,"JOEL POMERENE MEMORIAL HOSPITAL",1.278126823
"2315",360150,"SUMMA WESTERN RESERVE HOSPITAL",1.392476644
"2316",360151,"AFFINITY MEDICAL CENTER",1.648522368
"2317",360152,"DOCTORS HOSPITAL",1.373846236
"2318",360153,"BELMONT COMMUNITY HOSPITAL",0.955518118
"2319",360155,"SOUTHWEST GENERAL HEALTH CENTER",1.441303975
"2320",360156,"MEMORIAL HOSPITAL",1.219458766
"2321",360159,"ADENA REGIONAL MEDICAL CENTER",1.514799513
"2322",360161,"ST JOSEPH HEALTH CENTER",1.415015114
"2323",360163,"CHRIST HOSPITAL",1.947977211
"2324",360170,"BERGER HOSPITAL",1.414561619
"2325",360172,"COMMUNITY REGIONAL MEDICAL CENTER",1.333010233
"2326",360174,"UPPER VALLEY MEDICAL CENTER",1.259354112
"2327",360175,"CMH REGIONAL HEALTH SYSTEM",1.24807758
"2328",360179,"BETHESDA NORTH HOSPITAL",1.571571602
"2329",360180,"CLEVELAND CLINIC",2.473608495
"2330",360185,"SALEM COMMUNITY HOSPITAL",1.272376283
"2331",360189,"MADISON COUNTY HOSPITAL INC",1.286722159
"2332",360192,"UH GEAUGA MEDICAL CENTER",1.473931909
"2333",360195,"SUMMA WADSWORTH-RITTMAN HOSPITAL",1.238644907
"2334",360197,"MARY RUTAN HOSPITAL",1.369337635
"2335",360203,"SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER",1.245425364
"2336",360210,"GRADY MEMORIAL HOSPITAL",1.305529209
"2337",360211,"TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST",1.471268008
"2338",360212,"LAKEWOOD HOSPITAL",1.481037795
"2339",360218,"LICKING MEMORIAL HOSPITAL",1.229755221
"2340",360230,"HILLCREST HOSPITAL",1.545664811
"2341",360234,"MERCY FRANCISCAN HOSPITAL - MT AIRY",1.363422133
"2342",360236,"MERCY HOSPITAL CLERMONT",1.398913696
"2343",360239,"KETTERING MEDICAL CENTER - SYCAMORE",1.381448668
"2344",360245,"GLENBEIGH",1.181444811
"2345",360247,"""WOODS AT PARKSIDE,THE""",0.684578072
"2346",360258,"FOREST HEALTH MEDICAL CENTER OF COLUMBUS",1.282925
"2347",360259,"BAY PARK COMMUNITY HOSPITAL",1.357022676
"2348",360261,"""THREE GABLES SURGERY CENTER, LLC""",1.941866334
"2349",360262,"MERCY ST ANNE HOSPITAL",1.378153049
"2350",360263,"INSTITUTE FOR ORTHOPEDIC SURGERY",2.119381829
"2351",360266,"MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL",2.489335808
"2352",360269,"BUTLER COUNTY MEDICAL CENTER",1.809458225
"2353",360270,"MERCY HOSPITAL OF DEFIANCE",0.949524422
"2354",360271,"UNIVERSITY POINTE SURGICAL HOSPITAL",1.489241667
"2355",360274,"MEDICAL CENTER AT ELIZABETH PLACE",2.418115658
"2356",360276,"ST ELIZABETH BOARDMAN HEALTH CENTER",1.319320337
"2357",360347,"MEDICAL CENTER OF NEWARK LLC",1.432698671
"2358",360348,"DUBLIN METHODIST HOSPITAL",1.572305146
"2359",360350,"EVENDALE MEDICAL CENTER",2.720429938
"2360",360351,"CRYSTAL CLINIC ORTHOPAEDIC CENTER",2.339816894
"2361",360352,"SURGICAL HOSPITAL AT SOUTHWOODS",2.327103201
"2362",360354,"WEST CHESTER MEDICAL CENTER",1.535927954
"2363",360355,"""OHIO VALLEY MEDICAL CENTER, LLC""",1.940410816
"2364",360356,"""PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC""",1.011126402
"2365",360358,"DILEY RIDGE MEDICAL CENTER",0.991391871
"2366",360359,NA,1.374293416
"2367",360360,NA,1.315336799
"2368",370001,"HILLCREST MEDICAL CENTER",1.822836294
"2369",370002,"WOODWARD REGIONAL HOSPITAL",1.123275785
"2370",370004,"INTEGRIS BAPTIST REG HEALTH CENTER",1.131461456
"2371",370006,"PONCA CITY MEDICAL CENTER",1.261616546
"2372",370007,"NEWMAN MEMORIAL HOSPITAL",0.937947633
"2373",370008,"NORMAN REGIONAL HEALTH SYSTEM",1.509319578
"2374",370011,"PARKVIEW HOSPITAL",0.978046164
"2375",370013,"""MERCY HEALTH CENTER, INC""",1.694518427
"2376",370014,"MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA",1.206237314
"2377",370015,"INTEGRIS MAYES COUNTY MEDICAL CENTER",1.03114596
"2378",370016,"INTEGRIS BASS BAPTIST HEALTH CENTER",1.624513095
"2379",370018,"JANE PHILLIPS MEDICAL CENTER",1.678793778
"2380",370019,"GREAT PLAINS REGIONAL MEDICAL CENTER",1.434696535
"2381",370020,"VALLEY VIEW REGIONAL HOSPITAL",1.547405545
"2382",370022,"JACKSON COUNTY MEMORIAL HOSPITAL",1.402091276
"2383",370023,"""DUNCAN REGIONAL HOSPITAL, INC""",1.324515419
"2384",370025,"MUSKOGEE REGIONAL MEDICAL CENTER",1.36785029
"2385",370026,"ST MARY'S REGIONAL MEDICAL CENTER",1.425223192
"2386",370028,"INTEGRIS BAPTIST MEDICAL CENTER",2.018565662
"2387",370029,"INTEGRIS CLINTON REGIONAL HOSPITAL",1.113998101
"2388",370030,"INTEGRIS BLACKWELL REGIONAL HOSPITAL",1.122597841
"2389",370032,"DEACONESS HOSPITAL",1.390987215
"2390",370034,"MCALESTER REGIONAL HEALTH CENTER",1.425198968
"2391",370036,"HARMON MEMORIAL HOSPITAL",1.142082346
"2392",370037,"ST ANTHONY HOSPITAL",1.769949574
"2393",370039,"CLAREMORE REGIONAL HOSPITAL",1.047854996
"2394",370040,"EASTERN OKLAHOMA MEDICAL CENTER",1.000277237
"2395",370041,"BRISTOW MEDICAL CENTER",0.816424372
"2396",370047,"MERCY MEMORIAL HEALTH CENTER",1.494579931
"2397",370048,"MCCURTAIN MEMORIAL HOSPITAL",1.031159626
"2398",370049,"STILLWATER MEDICAL CENTER",1.307028562
"2399",370051,"MEMORIAL HOSPITAL & PHYSICIAN GROUP",1.099329489
"2400",370054,"GRADY MEMORIAL HOSPITAL",1.186452663
"2401",370056,"COMANCHE COUNTY MEMORIAL HOSPITAL",1.694608748
"2402",370057,"OKMULGEE MEMORIAL HOSPITAL",0.976002398
"2403",370065,"CRAIG GENERAL HOSPITAL",1.014986305
"2404",370072,"LATIMER COUNTY GENERAL HOSPITAL",0.777819905
"2405",370078,"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",1.669509655
"2406",370080,"SHARE MEMORIAL HOSPITAL",0.962508904
"2407",370083,"PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH",0.883925963
"2408",370089,"TAHLEQUAH CITY HOSPITAL",1.555125407
"2409",370091,"""SAINT FRANCIS HOSPITAL, INC""",1.664337754
"2410",370093,"O U MEDICAL CENTER",1.856148346
"2411",370094,"MIDWEST REGIONAL MEDICAL CENTER",1.42806068
"2412",370097,"SOUTHWESTERN MEDICAL CENTER",1.503712422
"2413",370099,"CUSHING REGIONAL HOSPITAL",1.021942165
"2414",370100,"CHOCTAW MEMORIAL HOSPITAL",0.968518296
"2415",370103,"""SAYRE MEMORIAL HOSPITAL, INC""",0.978244549
"2416",370106,"INTEGRIS SOUTHWEST MEDICAL CENTER",1.558937014
"2417",370112,"SEQUOYAH MEMORIAL HOSPITAL",1.034555117
"2418",370113,"INTEGRIS GROVE HOSPITAL",1.21065582
"2419",370114,"""ST JOHN MEDICAL CENTER, INC""",1.617315632
"2420",370138,"MEMORIAL HOSPITAL OF TEXAS COUNTY",1.166137574
"2421",370139,"PERRY MEMORIAL HOSPITAL",0.912129191
"2422",370149,"UNITY HEALTH CENTER",1.216767949
"2423",370153,"ELKVIEW GENERAL HOSPITAL",1.079715926
"2424",370156,"PAULS VALLEY GENERAL HOSPITAL",0.944969982
"2425",370158,"PURCELL MUNICIPAL HOSPITAL",0.991412321
"2426",370166,"WAGONER COMMUNITY HOSPITAL",0.968380088
"2427",370169,"EPIC MEDICAL CENTER",0.894350449
"2428",370170,"USPHS LAWTON INDIAN HOSPITAL",0.953629103
"2429",370171,"W W HASTINGS INDIAN HOSPITAL",0.913223457
"2430",370172,"CHOCTAW NATION HEALTHCARE",0.793577238
"2431",370173,"CLAREMORE INDIAN HOSPITAL",1.006152966
"2432",370178,"MEMORIAL HOSPITAL OF STILWELL",0.952505242
"2433",370180,"CHICKASAW NATION MEDICAL CENTER",1.132460018
"2434",370183,"HENRYETTA MEDICAL CENTER",0.974534016
"2435",370190,"SOUTHWESTERN REGIONAL MEDICAL CENTER",1.909065711
"2436",370192,"NORTHWEST SURGICAL HOSPITAL",2.138027057
"2437",370199,"LAKESIDE WOMEN'S HOSPITAL",1.06158
"2438",370201,"SURGICAL HOSPITAL OF OKLAHOMA",2.299519358
"2439",370202,"SOUTHCREST HOSPITAL",1.515275719
"2440",370203,"COMMUNITY HOSPITAL",2.31555681
"2441",370206,"OKLAHOMA SPINE HOSPITAL",2.632428362
"2442",370210,"""OKLAHOMA SURGICAL HOSPITAL, LLC""",2.20263423
"2443",370211,"INTEGRIS CANADIAN VALLEY  HOSPITAL",1.21214304
"2444",370212,"OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP",2.224178367
"2445",370214,"LINDSAY MUNICIPAL HOSPITAL",1.006329167
"2446",370215,"OKLAHOMA HEART HOSPITAL",2.320109198
"2447",370216,"TULSA SPINE & SPECIALTY HOSPITAL",2.680610281
"2448",370218,"SAINT FRANCIS HOSPITAL SOUTH",1.267099086
"2449",370220,"ORTHOPEDIC HOSPITAL",2.3709522
"2450",370222,"""MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C""",2.307357855
"2451",370225,"SUMMIT MEDICAL CENTER",1.895642795
"2452",370227,"ST JOHN OWASSO",1.065107772
"2453",370228,"""BAILEY MEDICAL CENTER, L L C""",1.288652803
"2454",370229,"INTEGRIS SEMINOLE MEDICAL CENTER",0.969680833
"2455",370232,"MUSKOGEE COMMUNITY HOSPITAL",1.336943206
"2456",370234,"OKLAHOMA HEART HOSPITAL SOUTH",2.178055092
"2457",370235,"ST JOHN BROKEN ARROW",1.554251675
"2458",370236,NA,1.365887015
"2459",380001,"MID-COLUMBIA MEDICAL CENTER",1.264012928
"2460",380002,"THREE RIVERS COMMUNITY HOSPITAL",1.43483582
"2461",380004,"PROVIDENCE ST VINCENT MEDICAL CENTER",1.86159292
"2462",380005,"ASHLAND COMMUNITY HOSPITAL",1.575028443
"2463",380007,"LEGACY EMANUEL MEDICAL CENTER",1.948568618
"2464",380009,"OHSU HOSPITAL AND CLINICS",2.291196505
"2465",380014,"GOOD SAMARITAN REGIONAL MEDICAL CENTER",1.751242247
"2466",380017,"LEGACY GOOD SAMARITAN MEDICAL CENTER",1.835694423
"2467",380018,"ROGUE VALLEY MEDICAL CENTER",1.916731979
"2468",380020,"MCKENZIE-WILLAMETTE MEDICAL CENTER",1.659344334
"2469",380021,"TUALITY COMMUNITY HOSPITAL",1.503227973
"2470",380022,"SAMARITAN ALBANY GENERAL HOSPITAL",1.358935598
"2471",380025,"LEGACY MOUNT HOOD MEDICAL CENTER",1.360729445
"2472",380027,"MERCY MEDICAL CENTER",1.346439843
"2473",380029,"SILVERTON HOSPITAL NETWORK",1.433500407
"2474",380033,"SACRED HEART MEDICAL CENTER - UNIVERSITY DISTRICT",1.188519082
"2475",380037,"PROVIDENCE NEWBERG MEDICAL CENTER",1.440191461
"2476",380038,"PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER",1.435038026
"2477",380040,"ST CHARLES MEDICAL CENTER - REDMOND",1.366195187
"2478",380047,"ST CHARLES MEDICAL CENTER - BEND",1.926456028
"2479",380050,"SKY LAKES MEDICAL CENTER",1.606774435
"2480",380051,"SALEM HOSPITAL",1.807252256
"2481",380052,"TRINITY HOLY ROSARY MEDICAL CENTER",1.32083557
"2482",380056,"SANTIAM MEMORIAL HOSPITAL",1.18364275
"2483",380060,"ADVENTIST MEDICAL CENTER",1.680417036
"2484",380061,"PROVIDENCE PORTLAND MEDICAL CENTER",1.785130464
"2485",380071,"WILLAMETTE VALLEY MEDICAL CENTER",1.446080055
"2486",380075,"PROVIDENCE MEDFORD MEDICAL CENTER",1.603354903
"2487",380082,"PROVIDENCE MILWAUKIE HOSPITAL",1.314316686
"2488",380089,"LEGACY MERIDIAN PARK MEDICAL CENTER",1.522832987
"2489",380090,"BAY AREA HOSPITAL",1.372919141
"2490",380091,"KAISER SUNNYSIDE MEDICAL CENTER",1.826235169
"2491",380102,"SACRED HEART MEDICAL CENTER - RIVERBEND",1.993250213
"2492",390001,"COMMUNITY MEDICAL CENTER",1.584774803
"2493",390002,"UPMC MCKEESPORT",1.32609485
"2494",390003,"BLOOMSBURG HOSPITAL",1.313135524
"2495",390004,"HOLY SPIRIT HOSPITAL",1.67876599
"2496",390006,"GEISINGER MEDICAL CENTER",1.743259239
"2497",390008,"ELLWOOD CITY HOSPITAL",1.189344996
"2498",390009,"SAINT VINCENT HEALTH CENTER",1.834466051
"2499",390012,"LANSDALE HOSPITAL",1.381129972
"2500",390013,"EVANGELICAL COMMUNITY HOSPITAL",1.410380564
